date,open,high,low,close,volume,short_sma,long_sma,signal,position,param_id
2023-08-21,127.175,128.725,126.56,128.37,24798729.0,129.38555555555553,,0,0.0,CROSS_96e33589_20250629_005336
2023-08-22,128.51,130.278,128.32,129.08,22067520.0,129.32111111111112,,0,0.0,CROSS_96e33589_20250629_005336
2023-08-23,130.18,133.41,129.87,132.37,27819713.0,129.61888888888888,,0,0.0,CROSS_96e33589_20250629_005336
2023-08-24,133.95,134.25,129.57,129.78,28305694.0,129.64333333333332,,0,0.0,CROSS_96e33589_20250629_005336
2023-08-25,129.54,130.76,127.25,129.88,26762891.0,129.48222222222222,,0,0.0,CROSS_96e33589_20250629_005336
2023-08-28,131.31,132.54,130.14,131.01,20543266.0,129.61888888888888,,0,0.0,CROSS_96e33589_20250629_005336
2023-08-29,132.24,136.57,132.24,134.57,43075556.0,130.27111111111108,,0,0.0,CROSS_96e33589_20250629_005336
2023-08-30,134.78,136.275,134.07,135.88,27845769.0,130.93333333333334,,0,0.0,CROSS_96e33589_20250629_005336
2023-08-31,136.01,138.0,135.79,136.17,30053800.0,131.9011111111111,,0,0.0,CROSS_96e33589_20250629_005336
2023-09-01,137.455,137.455,134.85,135.66,21433687.0,132.7111111111111,,0,0.0,CROSS_96e33589_20250629_005336
2023-09-05,135.44,136.42,134.5801,135.77,19403112.0,133.45444444444445,,0,0.0,CROSS_96e33589_20250629_005336
2023-09-06,136.02,136.5299,133.665,134.46,18684534.0,133.68666666666667,,0,0.0,CROSS_96e33589_20250629_005336
2023-09-07,133.59,135.58,132.95,135.26,18844342.0,134.29555555555555,,0,0.0,CROSS_96e33589_20250629_005336
2023-09-08,134.91,136.66,134.85,136.38,23373988.0,135.01777777777775,,0,0.0,CROSS_96e33589_20250629_005336
2023-09-11,136.54,137.48,135.785,136.92,20763350.0,135.67444444444445,,0,0.0,CROSS_96e33589_20250629_005336
2023-09-12,136.26,136.8701,135.19,135.34,18405505.0,135.76000000000002,127.92903846153847,1,1.0,CROSS_96e33589_20250629_005336
2023-09-13,135.09,136.9,134.15,136.71,20749496.0,135.8522222222222,128.2676923076923,1,1.0,CROSS_96e33589_20250629_005336
2023-09-14,137.6,138.695,136.24,138.1,24750968.0,136.0666666666667,128.62153846153845,1,1.0,CROSS_96e33589_20250629_005336
2023-09-15,137.98,138.52,136.48,137.4,38919614.0,136.26,128.95807692307693,1,1.0,CROSS_96e33589_20250629_005336
2023-09-18,136.61,139.16,136.61,138.21,21861346.0,136.5311111111111,129.2746153846154,1,1.0,CROSS_96e33589_20250629_005336
2023-09-19,137.42,138.41,136.62,138.04,20249253.0,136.92888888888888,129.61942307692308,1,1.0,CROSS_96e33589_20250629_005336
2023-09-20,138.08,138.08,133.62,133.74,29927475.0,136.76,129.89365384615385,1,1.0,CROSS_96e33589_20250629_005336
2023-09-21,131.44,132.23,130.07,130.44,31503910.0,136.10000000000002,130.1626923076923,1,1.0,CROSS_96e33589_20250629_005336
2023-09-22,130.76,132.025,129.6,130.25,26397337.0,135.35888888888888,130.41480769230768,1,1.0,CROSS_96e33589_20250629_005336
2023-09-25,129.83,131.17,128.96,131.11,20094643.0,134.88888888888889,130.64903846153845,1,1.0,CROSS_96e33589_20250629_005336
2023-09-26,129.77,130.3645,127.22,128.565,25718704.0,133.98388888888888,130.7264423076923,1,1.0,CROSS_96e33589_20250629_005336
2023-09-27,128.57,130.895,128.57,130.54,22746452.0,133.1438888888889,130.82490384615383,1,1.0,CROSS_96e33589_20250629_005336
2023-09-28,129.84,133.3,129.79,132.31,22513132.0,132.57833333333335,130.97221153846155,1,1.0,CROSS_96e33589_20250629_005336
2023-09-29,133.28,134.05,130.36,130.86,30859790.0,131.76166666666666,131.10875,1,1.0,CROSS_96e33589_20250629_005336
2023-10-02,131.21,134.42,131.17,134.17,22288038.0,131.33166666666668,131.34221153846153,-1,-1.0,CROSS_96e33589_20250629_005336
2023-10-03,133.94,134.26,131.84,132.43,22971401.0,131.18611111111113,131.59663461538463,-1,-1.0,CROSS_96e33589_20250629_005336
2023-10-04,132.79,135.57,132.53,135.24,26692295.0,131.71944444444446,131.8893269230769,-1,-1.0,CROSS_96e33589_20250629_005336
2023-10-05,135.07,135.49,133.45,135.07,19832615.0,132.255,132.14971153846153,1,1.0,CROSS_96e33589_20250629_005336
2023-10-06,134.01,138.155,134.01,137.58,27597598.0,132.97388888888887,132.44528846153847,1,1.0,CROSS_96e33589_20250629_005336
2023-10-09,136.94,138.94,135.61,138.42,19278070.0,134.0688888888889,132.62125,1,1.0,CROSS_96e33589_20250629_005336
2023-10-10,138.5,139.72,137.33,138.06,27775413.0,134.90444444444444,132.78778846153847,1,1.0,CROSS_96e33589_20250629_005336
2023-10-11,138.58,141.11,138.58,140.55,25882803.0,135.82,132.9410576923077,1,1.0,CROSS_96e33589_20250629_005336
2023-10-12,141.05,141.22,138.26,138.97,24765537.0,136.7211111111111,133.06125,1,1.0,CROSS_96e33589_20250629_005336
2023-10-13,139.38,140.0,136.615,137.36,23435599.0,137.07555555555555,133.17298076923078,1,1.0,CROSS_96e33589_20250629_005336
2023-10-16,138.17,139.63,137.99,139.095,28486471.0,137.81611111111113,133.37903846153847,1,1.0,CROSS_96e33589_20250629_005336
2023-10-17,138.63,139.9,137.18,139.72,23515780.0,138.31388888888887,133.59576923076924,1,1.0,CROSS_96e33589_20250629_005336
2023-10-18,139.445,140.72,137.38,137.96,23374998.0,138.635,133.7851923076923,1,1.0,CROSS_96e33589_20250629_005336
2023-10-19,138.5,139.66,137.38,137.75,26066011.0,138.6538888888889,133.90480769230768,1,1.0,CROSS_96e33589_20250629_005336
2023-10-20,137.33,137.87,135.08,135.6,26260673.0,138.34055555555557,133.98557692307693,1,1.0,CROSS_96e33589_20250629_005336
2023-10-23,135.04,137.6599,133.95,136.5,26300730.0,138.16722222222222,134.11711538461537,1,1.0,CROSS_96e33589_20250629_005336
2023-10-24,137.83,139.3599,137.42,138.81,44732321.0,137.9738888888889,134.2925,1,1.0,CROSS_96e33589_20250629_005336
2023-10-25,128.16,128.31,125.07,125.61,84366208.0,136.48944444444444,134.21653846153848,1,1.0,CROSS_96e33589_20250629_005336
2023-10-26,123.27,124.3297,121.27,122.28,57061140.0,134.8138888888889,134.0425,1,1.0,CROSS_96e33589_20250629_005336
2023-10-27,122.88,123.31,120.2057,122.17,44546506.0,132.9333333333333,133.89615384615385,-1,-1.0,CROSS_96e33589_20250629_005336
2023-10-30,123.21,125.4,122.75,124.46,28940081.0,131.23777777777775,133.8146153846154,-1,-1.0,CROSS_96e33589_20250629_005336
2023-10-31,125.06,125.37,122.685,124.08,26292342.0,129.69555555555556,133.7023076923077,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-01,124.07,126.49,123.715,126.45,30082438.0,128.44,133.6828846153846,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-02,128.42,128.98,126.93,127.49,27124647.0,127.53888888888888,133.66596153846154,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-03,128.02,129.525,127.86,129.1,26393109.0,126.71666666666664,133.66634615384618,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-06,129.05,130.34,128.67,130.25,19052740.0,125.76555555555554,133.62557692307692,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-07,130.71,131.91,129.88,130.97,29728476.0,126.36111111111111,133.64846153846153,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-08,130.97,132.21,130.78,131.84,26425849.0,127.42333333333333,133.68615384615384,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-09,131.96,132.55,130.065,130.24,23744273.0,128.32,133.67134615384617,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-10,130.105,132.8,129.41,132.59,26927826.0,129.22333333333333,133.63326923076923,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-13,131.78,132.59,131.25,132.09,18324751.0,130.11333333333334,133.5603846153846,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-14,134.19,135.7,133.32,133.62,32395178.0,130.91,133.51134615384615,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-15,134.87,135.03,133.57,134.62,23594015.0,131.70222222222222,133.49134615384617,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-16,135.19,137.2199,134.32,136.93,28013179.0,132.57222222222222,133.51365384615386,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-17,136.0,136.06,133.65,135.31,37287691.0,133.13444444444445,133.53,-1,-1.0,CROSS_96e33589_20250629_005336
2023-11-20,133.69,136.66,133.62,136.25,27850762.0,133.7211111111111,133.54903846153846,1,1.0,CROSS_96e33589_20250629_005336
2023-11-21,136.29,137.18,135.96,136.97,22628522.0,134.29111111111112,133.56038461538463,1,1.0,CROSS_96e33589_20250629_005336
2023-11-22,137.47,139.42,137.47,138.49,17620456.0,135.20777777777778,133.59057692307692,1,1.0,CROSS_96e33589_20250629_005336
2023-11-24,138.03,138.13,135.99,136.69,12514322.0,135.66333333333333,133.61653846153845,1,1.0,CROSS_96e33589_20250629_005336
2023-11-27,136.03,138.42,136.0,136.41,23436526.0,136.14333333333332,133.61076923076922,1,1.0,CROSS_96e33589_20250629_005336
2023-11-28,136.08,137.25,135.4222,137.2,18730032.0,136.54111111111112,133.59346153846155,1,1.0,CROSS_96e33589_20250629_005336
2023-11-29,137.57,138.288,134.84,134.99,23949222.0,136.5822222222222,133.54711538461538,1,1.0,CROSS_96e33589_20250629_005336
2023-11-30,135.05,135.55,131.28,132.53,38988263.0,136.09333333333333,133.4378846153846,1,1.0,CROSS_96e33589_20250629_005336
2023-12-01,131.86,132.11,130.665,131.86,31418763.0,135.71,133.31903846153847,1,1.0,CROSS_96e33589_20250629_005336
2023-12-04,129.88,130.03,127.9,129.27,36669876.0,134.93444444444447,133.2330769230769,1,1.0,CROSS_96e33589_20250629_005336
2023-12-05,128.95,132.14,128.25,130.99,27384784.0,134.27,133.24365384615385,1,1.0,CROSS_96e33589_20250629_005336
2023-12-06,131.44,131.84,129.875,130.02,23576176.0,133.32888888888888,133.23923076923077,1,1.0,CROSS_96e33589_20250629_005336
2023-12-07,135.04,138.56,134.7,136.93,56767100.0,133.35555555555555,133.35115384615386,1,1.0,CROSS_96e33589_20250629_005336
2023-12-08,134.2,136.4,134.025,134.99,32260112.0,133.1977777777778,133.47471153846155,-1,-1.0,CROSS_96e33589_20250629_005336
2023-12-11,132.38,133.335,131.36,133.29,31138011.0,132.76333333333335,133.52759615384616,-1,-1.0,CROSS_96e33589_20250629_005336
2023-12-12,131.81,133.0,131.26,132.52,29032831.0,132.4888888888889,133.5316346153846,-1,-1.0,CROSS_96e33589_20250629_005336
2023-12-13,133.38,133.5,131.57,132.57,30104775.0,132.49333333333334,133.56451923076924,-1,-1.0,CROSS_96e33589_20250629_005336
2023-12-14,133.38,133.72,129.685,131.94,38722413.0,132.50222222222223,133.5216346153846,-1,-1.0,CROSS_96e33589_20250629_005336
2023-12-15,131.62,133.51,131.18,132.6,50847113.0,132.8722222222222,133.52490384615385,-1,-1.0,CROSS_96e33589_20250629_005336
2023-12-18,132.63,137.1478,132.43,135.8,32257967.0,133.40666666666664,133.53567307692308,-1,-1.0,CROSS_96e33589_20250629_005336
2023-12-19,136.84,137.47,136.08,136.65,25476753.0,134.14333333333332,133.5660576923077,1,1.0,CROSS_96e33589_20250629_005336
2023-12-20,138.97,141.695,138.065,138.34,49106888.0,134.29999999999998,133.5806730769231,1,1.0,CROSS_96e33589_20250629_005336
2023-12-21,139.49,140.685,139.18,140.42,27488284.0,134.9033333333333,133.61913461538464,1,1.0,CROSS_96e33589_20250629_005336
2023-12-22,140.77,141.99,140.71,141.49,26532199.0,135.81444444444443,133.68509615384616,1,1.0,CROSS_96e33589_20250629_005336
2023-12-26,141.59,142.68,141.19,141.52,16774333.0,136.81444444444443,133.70374999999999,1,1.0,CROSS_96e33589_20250629_005336
2023-12-27,141.59,142.08,139.886,140.37,19628618.0,137.68111111111114,133.7306730769231,1,1.0,CROSS_96e33589_20250629_005336
2023-12-28,140.78,141.14,139.75,140.23,16045712.0,138.60222222222222,133.7858653846154,1,1.0,CROSS_96e33589_20250629_005336
2023-12-29,139.63,140.36,138.78,139.69,18733017.0,139.39,133.7973076923077,1,1.0,CROSS_96e33589_20250629_005336
2024-01-02,138.55,139.45,136.48,138.17,23711220.0,139.65333333333334,133.76749999999998,1,1.0,CROSS_96e33589_20250629_005336
2024-01-03,137.25,139.63,137.08,138.92,24212147.0,139.90555555555557,133.78596153846155,1,1.0,CROSS_96e33589_20250629_005336
2024-01-04,138.42,139.16,136.35,136.39,27137735.0,139.68888888888887,133.7598076923077,1,1.0,CROSS_96e33589_20250629_005336
2024-01-05,136.745,137.1558,135.15,135.73,22513854.0,139.1677777777778,133.76230769230767,1,1.0,CROSS_96e33589_20250629_005336
2024-01-08,136.29,139.01,136.26,138.84,21403982.0,138.87333333333333,133.8073076923077,1,1.0,CROSS_96e33589_20250629_005336
2024-01-09,138.5,141.485,138.15,140.95,24759598.0,138.81,133.84846153846155,1,1.0,CROSS_96e33589_20250629_005336
2024-01-10,141.0,143.0,140.91,142.28,21320203.0,139.0222222222222,134.16903846153846,1,1.0,CROSS_96e33589_20250629_005336
2024-01-11,143.49,145.22,140.635,142.08,24008722.0,139.22777777777776,134.5498076923077,1,1.0,CROSS_96e33589_20250629_005336
2024-01-12,142.67,143.195,141.82,142.65,18785514.0,139.55666666666667,134.94365384615384,1,1.0,CROSS_96e33589_20250629_005336
2024-01-16,142.0,144.35,141.45,142.49,22670467.0,140.03666666666666,135.2903846153846,1,1.0,CROSS_96e33589_20250629_005336
2024-01-17,141.345,141.84,138.9,141.47,20968649.0,140.32,135.62480769230768,1,1.0,CROSS_96e33589_20250629_005336
2024-01-18,142.05,144.21,141.99,143.48,25746417.0,141.10777777777778,135.9523076923077,1,1.0,CROSS_96e33589_20250629_005336
2024-01-19,144.74,146.45,144.38,146.38,34271867.0,142.2911111111111,136.31557692307692,1,1.0,CROSS_96e33589_20250629_005336
2024-01-22,147.1,148.39,145.84,145.99,32099269.0,143.08555555555554,136.64038461538462,1,1.0,CROSS_96e33589_20250629_005336
2024-01-23,145.89,147.182,145.5,147.04,21636129.0,143.76222222222225,136.96326923076924,1,1.0,CROSS_96e33589_20250629_005336
2024-01-24,148.54,149.855,148.1,148.7,25233450.0,144.47555555555556,137.30423076923077,1,1.0,CROSS_96e33589_20250629_005336
2024-01-25,150.065,153.05,149.54,151.87,29149069.0,145.56333333333333,137.68942307692308,1,1.0,CROSS_96e33589_20250629_005336
2024-01-26,151.1,152.535,151.01,152.185,26097894.0,146.62277777777777,138.1114423076923,1,1.0,CROSS_96e33589_20250629_005336
2024-01-29,152.06,153.78,151.43,153.51,27767291.0,147.84722222222223,138.51375,1,1.0,CROSS_96e33589_20250629_005336
2024-01-30,152.8,153.62,151.185,151.46,36331833.0,148.9572222222222,138.88625,1,1.0,CROSS_96e33589_20250629_005336
2024-01-31,143.62,144.0,139.87,140.1,71889544.0,148.58166666666665,139.01086538461539,1,1.0,CROSS_96e33589_20250629_005336
2024-02-01,142.12,143.06,140.79,141.16,40466549.0,148.00166666666667,139.1366346153846,1,1.0,CROSS_96e33589_20250629_005336
2024-02-02,139.26,142.62,136.5,142.38,62499574.0,147.6005555555556,139.24144230769232,1,1.0,CROSS_96e33589_20250629_005336
2024-02-05,142.82,145.47,142.78,143.68,38489305.0,147.2272222222222,139.40240384615385,1,1.0,CROSS_96e33589_20250629_005336
2024-02-06,144.65,145.36,143.19,144.1,29121701.0,146.71611111111113,139.55336538461538,1,1.0,CROSS_96e33589_20250629_005336
2024-02-07,144.76,145.615,143.925,145.54,25208862.0,146.01277777777779,139.71817307692305,1,1.0,CROSS_96e33589_20250629_005336
2024-02-08,145.83,146.33,145.105,145.91,22563764.0,145.31555555555553,139.86086538461538,1,1.0,CROSS_96e33589_20250629_005336
2024-02-09,146.68,149.44,146.18,149.0,26829504.0,144.81444444444443,140.09759615384615,1,1.0,CROSS_96e33589_20250629_005336
2024-02-12,148.42,149.335,147.37,147.53,21446485.0,144.3777777777778,140.31144230769232,1,1.0,CROSS_96e33589_20250629_005336
2024-02-13,144.92,146.67,143.69,145.14,27837730.0,144.9377777777778,140.4641346153846,1,1.0,CROSS_96e33589_20250629_005336
2024-02-14,146.08,146.52,144.094,145.94,22704166.0,145.4688888888889,140.67471153846154,1,1.0,CROSS_96e33589_20250629_005336
2024-02-15,143.14,143.52,140.46,142.77,37590695.0,145.51222222222225,140.8716346153846,1,1.0,CROSS_96e33589_20250629_005336
2024-02-16,142.99,143.19,140.14,140.52,31468926.0,145.16111111111113,141.03817307692307,1,1.0,CROSS_96e33589_20250629_005336
2024-02-20,139.655,142.08,139.49,141.12,24927710.0,144.82999999999998,141.2660576923077,1,1.0,CROSS_96e33589_20250629_005336
2024-02-21,141.45,142.69,140.675,142.55,23315687.0,144.49777777777777,141.4883653846154,1,1.0,CROSS_96e33589_20250629_005336
2024-02-22,144.93,145.0,142.8,144.09,27191892.0,144.29555555555555,141.7589423076923,1,1.0,CROSS_96e33589_20250629_005336
2024-02-23,143.67,144.68,143.43,143.96,19493752.0,143.73555555555558,141.89413461538462,1,1.0,CROSS_96e33589_20250629_005336
2024-02-26,142.14,142.44,137.39,137.57,53641795.0,142.6288888888889,141.94375,1,1.0,CROSS_96e33589_20250629_005336
2024-02-27,138.02,139.25,137.09,138.88,33092790.0,141.93333333333334,142.05125,-1,-1.0,CROSS_96e33589_20250629_005336
2024-02-28,137.9,138.01,135.41,136.38,37286675.0,140.8711111111111,142.1254807692308,-1,-1.0,CROSS_96e33589_20250629_005336
2024-02-29,137.28,138.86,136.4,138.46,42123053.0,140.39222222222222,142.23875,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-01,138.43,138.87,136.92,137.14,31132116.0,140.01666666666668,142.33875,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-04,135.66,135.66,131.91,133.35,55762415.0,139.15333333333334,142.35317307692307,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-05,131.88,133.24,130.665,132.67,40194757.0,138.05555555555554,142.29298076923078,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-06,133.12,133.58,130.85,131.4,35314110.0,136.64555555555555,142.19201923076923,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-07,132.795,134.94,131.61,134.38,37716609.0,135.5811111111111,142.11586538461538,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-08,134.21,138.085,134.0,135.41,39342392.0,135.3411111111111,142.01951923076922,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-11,136.13,139.095,136.13,137.67,32437772.0,135.20666666666665,141.94605769230768,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-12,137.03,139.375,137.03,138.5,27563354.0,135.44222222222223,141.88798076923078,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-13,139.0,141.09,138.99,139.79,23293208.0,135.59,141.87682692307692,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-14,141.19,143.585,140.455,143.1,42753387.0,136.25222222222223,141.93201923076924,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-15,142.5,143.18,140.03,141.18,49475417.0,137.1222222222222,141.9606730769231,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-18,148.61,152.15,147.17,147.68,69263199.0,138.79,142.1435576923077,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-19,148.16,148.7913,146.08,147.03,24070435.0,140.52666666666667,142.29951923076922,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-20,148.0,148.86,146.735,148.74,21311501.0,142.1222222222222,142.53701923076923,-1,-1.0,CROSS_96e33589_20250629_005336
2024-03-21,149.47,150.37,146.9001,147.6,24755597.0,143.47666666666666,142.76528846153846,1,1.0,CROSS_96e33589_20250629_005336
2024-03-22,149.12,151.58,148.98,150.77,29211769.0,144.93222222222224,142.99471153846156,1,1.0,CROSS_96e33589_20250629_005336
2024-03-25,149.94,150.375,147.82,150.07,19229285.0,146.21777777777777,143.17009615384615,1,1.0,CROSS_96e33589_20250629_005336
2024-03-26,150.22,152.256,149.98,150.67,22149137.0,147.42666666666668,143.3314423076923,1,1.0,CROSS_96e33589_20250629_005336
2024-03-27,151.18,151.635,148.9,150.87,22879178.0,148.29000000000002,143.50048076923076,1,1.0,CROSS_96e33589_20250629_005336
2024-03-28,150.85,151.43,150.17,150.93,24485390.0,149.37333333333333,143.65971153846155,1,1.0,CROSS_96e33589_20250629_005336
2024-04-01,150.69,155.74,150.61,155.49,31730848.0,150.2411111111111,143.90971153846155,1,1.0,CROSS_96e33589_20250629_005336
2024-04-02,153.5,154.7,152.15,154.56,24585985.0,151.07777777777778,144.1614423076923,1,1.0,CROSS_96e33589_20250629_005336
2024-04-03,153.6,155.08,152.73,154.92,24704991.0,151.76444444444445,144.3814423076923,1,1.0,CROSS_96e33589_20250629_005336
2024-04-04,153.5,154.77,150.45,150.53,34713138.0,152.09000000000003,144.46125,1,1.0,CROSS_96e33589_20250629_005336
2024-04-05,150.03,153.42,149.6,152.5,23459246.0,152.28222222222223,144.5864423076923,1,1.0,CROSS_96e33589_20250629_005336
2024-04-08,152.78,155.27,152.61,154.85,20701974.0,152.81333333333333,144.73663461538462,1,1.0,CROSS_96e33589_20250629_005336
2024-04-09,156.085,158.56,155.19,156.6,30765813.0,153.47222222222223,144.8885576923077,1,1.0,CROSS_96e33589_20250629_005336
2024-04-10,156.21,156.61,154.68,156.14,22838629.0,154.05777777777777,144.97067307692308,1,1.0,CROSS_96e33589_20250629_005336
2024-04-11,156.91,159.68,156.46,159.41,27166431.0,155.0,145.10961538461538,1,1.0,CROSS_96e33589_20250629_005336
2024-04-12,157.96,160.2225,157.14,157.73,25353746.0,155.24888888888887,145.19076923076923,1,1.0,CROSS_96e33589_20250629_005336
2024-04-15,158.86,159.24,154.59,154.86,27136472.0,155.28222222222223,145.25615384615386,1,1.0,CROSS_96e33589_20250629_005336
2024-04-16,154.19,155.65,153.43,154.4,20779495.0,155.22444444444443,145.53115384615384,1,1.0,CROSS_96e33589_20250629_005336
2024-04-17,155.62,157.08,154.58,155.47,21763130.0,155.77333333333334,145.80634615384616,1,1.0,CROSS_96e33589_20250629_005336
2024-04-18,155.34,156.94,154.62,156.01,19883044.0,156.1633333333333,146.06846153846152,1,1.0,CROSS_96e33589_20250629_005336
2024-04-19,156.2,156.36,152.3,154.09,32411039.0,156.07888888888888,146.26865384615382,1,1.0,CROSS_96e33589_20250629_005336
2024-04-22,154.31,157.64,154.06,156.28,26446206.0,156.04333333333335,146.50288461538463,1,1.0,CROSS_96e33589_20250629_005336
2024-04-23,156.96,158.97,156.28,158.26,20941726.0,156.2788888888889,146.7475,1,1.0,CROSS_96e33589_20250629_005336
2024-04-24,157.49,159.565,157.165,159.13,22779112.0,156.24777777777777,147.00173076923076,1,1.0,CROSS_96e33589_20250629_005336
2024-04-25,151.33,156.49,150.87,156.0,56985430.0,156.05555555555554,147.13634615384615,1,1.0,CROSS_96e33589_20250629_005336
2024-04-26,174.37,174.71,169.65,171.95,64655299.0,157.95444444444445,147.60596153846151,1,1.0,CROSS_96e33589_20250629_005336
2024-04-29,169.058,169.55,165.21,166.15,45610024.0,159.26,148.01000000000002,1,1.0,CROSS_96e33589_20250629_005336
2024-04-30,165.612,168.1,162.6,162.78,33562861.0,160.0722222222222,148.33384615384614,1,1.0,CROSS_96e33589_20250629_005336
